m2_dpo.owl,m1_nbo.owl,m1_dpo.owl,m2_nbo.owl,definition,m2_union,definition_name,m1_union,
1,,,,"quality
 and (inheres_in some biological regulation)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern77,0,
,,,1,"cognitive behavior
 and (in_response_to some PATO_0001305)",2,http://ebi.ac.uk#Pattern78,0,
1,,,,"quality
 and (inheres_in some circadian mating behavior)
 and (qualifier some dependent continuant)",2,http://ebi.ac.uk#Pattern86,0,
,,,1,"cognitive behavior
 and (is_about some color)",2,http://ebi.ac.uk#Pattern87,0,
,1,,1,"posture
 and (has_participant some UBERON_0004708)",2,http://ebi.ac.uk#Pattern84,1,
,,,1,"liquid consumption
 and (has_participant some CHEBI_24651)",2,http://ebi.ac.uk#Pattern1161,0,
,,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (continuant
         and (qualifier some PATO_0001333)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern85,0,
1,,,,"quality
 and (inheres_in some eclosion rhythm)
 and (qualifier some dependent continuant)",2,http://ebi.ac.uk#Pattern1160,0,
,2,,2,"BFO_0000056 some 
    (GO_0060259
     and (has_quality some increased process quality))",3,http://ebi.ac.uk#Pattern82,1,
1,,,,"quality
 and (inheres_in some memory)
 and (qualifier some dependent continuant)",2,http://ebi.ac.uk#Pattern1163,0,
,,,1,"has_quality some 
    (Thing
     and (towards some memory loss behavior))",2,http://ebi.ac.uk#Pattern83,0,
,,,1,"BFO_0000056 some 
    (memory behavior
     and (has_quality some continuant))",2,http://ebi.ac.uk#Pattern1162,0,
,,,1,"has_quality some 
    (dependent continuant
     and (towards some GO_0042755))",2,http://ebi.ac.uk#Pattern80,0,
2,,,,"quality
 and (inheres_in some proboscis extension reflex)
 and (qualifier some dependent continuant)",3,http://ebi.ac.uk#Pattern1165,0,
,1,,1,"BFO_0000056 some 
    (GO_0060259
     and (has_quality some decreased process quality))",2,http://ebi.ac.uk#Pattern81,1,
,3,,3,"chemosensory behavior
 and (in_response_to some sensory perception)",4,http://ebi.ac.uk#Pattern1164,2,
,1,,1,"learning behavior
 and (is_about some communication behavior)",2,http://ebi.ac.uk#Pattern1167,1,
7,,7,,"quality
 and (inheres_in some single-multicellular organism process)
 and (qualifier some abnormal)",8,http://ebi.ac.uk#Pattern1166,2,
,,,3,"hallucination
 and (by_means some UBERON_0000467)",4,http://ebi.ac.uk#Pattern1169,0,
,,,3,"BFO_0000056 some 
    (GO_0042747
     and (has_quality some Thing))",4,http://ebi.ac.uk#Pattern1168,0,
,10,,10,"rhythmic behavior
 and (is_about some rhythmic process)",11,http://ebi.ac.uk#Pattern88,1,
,6,,6,"somatic sensation related behavior
 and (in_response_to some GO_0019233)",7,http://ebi.ac.uk#Pattern89,1,
,,,1,"BFO_0000056 some 
    (food consumption
     and (has_quality some process quality))",2,http://ebi.ac.uk#Pattern10,0,
1,,,,"continuant
 and (inheres_in some memory)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern1350,0,
24,,,,"quality
 and (inheres_in some behavior)
 and (qualifier some dependent continuant)",25,http://ebi.ac.uk#Pattern1110,0,
2,,,,"quality
 and (inheres_in some 
    (courtship behavior or (behavior
     and (part_of some courtship behavior))))
 and (qualifier some dependent continuant)",3,http://ebi.ac.uk#Pattern1352,0,
2,,,,"continuant
 and (inheres_in some proboscis extension reflex)
 and (qualifier some abnormal)",3,http://ebi.ac.uk#Pattern1351,0,
,,,1,"BFO_0000056 some 
    (GO_0031223
     and (has_quality some Thing))",2,http://ebi.ac.uk#Pattern1119,0,
2,,,,"quality
 and (inheres_in some 
    (courtship behavior or (behavior
     and (part_of some courtship behavior))))
 and (qualifier some qualitative)",3,http://ebi.ac.uk#Pattern19,0,
,1,,1,"spatial perception
 and (is_about some physical quality)",2,http://ebi.ac.uk#Pattern17,1,
,11,,11,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (rate
         and (towards some feeding behavior))))",12,http://ebi.ac.uk#Pattern1112,1,
,12,,12,"BFO_0000056 some 
    (reproductive behavior
     and (has_quality some quality))",13,http://ebi.ac.uk#Pattern1354,2,
2,,2,,"quality
 and (inheres_in some 
    (courtship behavior or (behavior
     and (part_of some courtship behavior))))
 and (qualifier some deviation(from_normal))",3,http://ebi.ac.uk#Pattern18,1,
,,,1,"Thing
 and (is_about some motor coordination)",2,http://ebi.ac.uk#Pattern1111,0,
,,,1,"associative learning behavior
 and (is_about some cognitive behavior)",2,http://ebi.ac.uk#Pattern1353,0,
,,,4,"BFO_0000056 some 
    (GO_0060259
     and (has_quality some dependent continuant))",5,http://ebi.ac.uk#Pattern15,0,
,,,10,"single-organism process
 and (is_about some circadian rhythm)",11,http://ebi.ac.uk#Pattern1114,0,
,,,1,"nociceptive behavior
 and (in_response_to some GO_0016048)",2,http://ebi.ac.uk#Pattern1356,0,
,,,1,"BFO_0000056 some 
    (regulation of saccharin preference behavior
     and (has_quality some quality))",2,http://ebi.ac.uk#Pattern16,0,
1,,,,"quality
 and (inheres_in some optokinetic behavior)
 and (qualifier some dependent continuant)",2,http://ebi.ac.uk#Pattern1113,0,
,19,,19,"regulates some 
    (liquid consumption or consumption behavior)",20,http://ebi.ac.uk#Pattern1355,1,
,,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (increased process quality
         and (qualifier some PATO_0001333)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern13,0,
,,,1,"sensation behavior
 and (in_response_to some alcohol consumption)",2,http://ebi.ac.uk#Pattern1116,0,
,,,3,"BFO_0000056 some 
    (regulation of consumption behavior
     and (has_quality some 
        (increased frequency
         and (towards some liquid consumption))))",4,http://ebi.ac.uk#Pattern1358,0,
1,,,,"quality
 and (inheres_in some oviposition)
 and (qualifier some dependent continuant)",2,http://ebi.ac.uk#Pattern14,0,
,5,,5,"consumption behavior
 and ((has_participant some CHEBI_24432) or (has_participant some PATO_0000145))",6,http://ebi.ac.uk#Pattern1115,1,
,,,1,"cognitive behavior
 and (in_response_to some cocaine consumption)",2,http://ebi.ac.uk#Pattern1357,0,
,,,1,"BFO_0000056 some 
    (cutaneous sensation behavior
     and (has_quality some continuant))",2,http://ebi.ac.uk#Pattern11,0,
2,,2,,"dependent continuant
 and (inheres_in some 
    (courtship behavior or (behavior
     and (part_of some courtship behavior))))
 and (qualifier some abnormal)",3,http://ebi.ac.uk#Pattern1118,1,
,4,,4,regulates some liquid consumption,5,http://ebi.ac.uk#Pattern12,3,
10,,10,,"quality
 and (inheres_in some occurrent)
 and (qualifier some abnormal)",11,http://ebi.ac.uk#Pattern1117,2,
4,,,,"quality
 and (inheres_in some locomotory behavior)
 and (qualifier some qualitative)",5,http://ebi.ac.uk#Pattern20,0,
,,,4,"behavioral response to chemical stimulus
 and (in_response_to some biological_process)",5,http://ebi.ac.uk#Pattern21,0,
,,,2,"classical conditioning
 and (is_about some kinesthetic behavior)",3,http://ebi.ac.uk#Pattern1341,0,
,,,10,"BFO_0000056 some 
    (GO_0042755
     and (has_quality some continuant))",11,http://ebi.ac.uk#Pattern1340,0,
,,,60,"behavior
 and (by_means some reflex)",61,http://ebi.ac.uk#Pattern1109,0,
4,,,,"quality
 and (inheres_in some circadian behavior)
 and (qualifier some continuant)",5,http://ebi.ac.uk#Pattern1108,0,
1,,1,,"dependent continuant
 and (inheres_in some hatching behavior)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern28,1,
,,,9,"behavior
 and (in_response_to some (has_role some CHEBI_35703))",10,http://ebi.ac.uk#Pattern1101,0,
,,,13,"has_quality some 
    (physical object quality
     and (towards some depression behavior))",14,http://ebi.ac.uk#Pattern1343,0,
,,,1,"learning and/or memory behavior
 and (is_about some blinking)",2,http://ebi.ac.uk#Pattern29,0,
1,,,,"quality
 and (inheres_in some male courtship behavior, veined wing generated song production)
 and (qualifier some Thing)",2,http://ebi.ac.uk#Pattern1100,0,
,,,1,"aggressive behavior
 and (by_means some emission behavior)",2,http://ebi.ac.uk#Pattern1342,0,
,,,1,"BFO_0000056 some 
    (olfactory behavior
     and (has_quality some Thing))",2,http://ebi.ac.uk#Pattern26,0,
,,,1,"cognitive behavior
 and (is_about some language communication behavior)",2,http://ebi.ac.uk#Pattern1103,0,
,1,,1,"aggressive behavior
 and (by_means some behavioral control of production of sound)",2,http://ebi.ac.uk#Pattern1345,1,
,1,,1,"has_quality some 
    (lacking processual parts
     and (towards some feeding behavior))",2,http://ebi.ac.uk#Pattern27,1,
,1,,1,"BFO_0000056 some 
    (regulation of sexual activity
     and (has_quality some rate))",2,http://ebi.ac.uk#Pattern1102,1,
1,,,,"continuant
 and (inheres_in some eclosion rhythm)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern1344,0,
4,,4,,"quality
 and (inheres_in some locomotory behavior)
 and (qualifier some deviation(from_normal))",5,http://ebi.ac.uk#Pattern24,1,
,,,1,"BFO_0000056 some 
    (Thing
     and (has_quality some 
        (decreased frequency
         and (qualifier some PATO_0001863)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern1105,0,
,13,,13,"BFO_0000056 some 
    (multicellular organismal reproductive process
     and (has_quality some quality))",14,http://ebi.ac.uk#Pattern1347,1,
,,,3,"consumption of an addictive substance
 and (has_participant some Thing)",4,http://ebi.ac.uk#Pattern25,0,
,60,,60,"kinesthetic behavior
 and (by_means some reflex)",61,http://ebi.ac.uk#Pattern1104,1,
,,,74,"BFO_0000056 some 
    (response to stimulus
     and (has_quality some quality))",75,http://ebi.ac.uk#Pattern1346,0,
,1,,1,"BFO_0000056 some 
    (multi-organism behavior
     and (has_quality some frequency))",2,http://ebi.ac.uk#Pattern22,1,
,,,3,"cognitive behavior
 and (in_response_to some GO_0050955)",4,http://ebi.ac.uk#Pattern1107,0,
,4,,4,"BFO_0000056 some 
    (GO_0050795
     and (has_quality some rate))",5,http://ebi.ac.uk#Pattern1349,1,
,2,,2,"behavior
 and (has_participant some CHEBI_33290)",3,http://ebi.ac.uk#Pattern23,1,
,,,2,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (increased frequency
         and (qualifier some process quality)
         and (towards some liquid consumption))))",3,http://ebi.ac.uk#Pattern1106,0,
,,,18,"sensation behavior
 and (in_response_to some neurological system process)",19,http://ebi.ac.uk#Pattern1348,0,
,,,1,"learning and/or memory behavior
 and (is_about some jaw movement)",2,http://ebi.ac.uk#Pattern31,0,
,,,1,"BFO_0000056 some 
    (regulation of consumption behavior
     and (regulates some (has-input some 
        (PATO_0000145
         and (has_quality some PATO_0001563)))))",2,http://ebi.ac.uk#Pattern32,0,
,,,1,"consumption of an addictive substance
 and (has_participant some CHEBI_36586)",2,http://ebi.ac.uk#Pattern30,0,
,1,,1,"BFO_0000056 some 
    (mating behavior
     and (has_quality some rate))",2,http://ebi.ac.uk#Pattern1130,1,
,3,,3,"BFO_0000056 some 
    (regulation of drinking preference behavior
     and (has_quality some 
        (rate
         and (towards some liquid consumption))))",4,http://ebi.ac.uk#Pattern1132,2,
,,,1,"somatic sensation related behavior
 and (in_response_to some PATO_0001305)",2,http://ebi.ac.uk#Pattern1131,0,
,,,1,"behavior
 and (is_about some language communication behavior)",2,http://ebi.ac.uk#Pattern39,0,
,,,1,"somatic sensation related behavior
 and (in_response_to some PATO_0001306)",2,http://ebi.ac.uk#Pattern1134,0,
,,,11,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (quality
         and (towards some liquid consumption))))",12,http://ebi.ac.uk#Pattern1133,0,
,1,,1,"BFO_0000056 some 
    (regulation of drinking preference behavior
     and (has_quality some 
        (decreased process quality
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern37,1,
,,,1,"behavior
 and (is_about some color)",2,http://ebi.ac.uk#Pattern1136,0,
,1,,1,"BFO_0000056 some 
    (food consumption
     and (has_quality some rate))",2,http://ebi.ac.uk#Pattern38,1,
1,,1,,"coordination
 and (inheres_in some organism)",2,http://ebi.ac.uk#Pattern1135,1,
,,,10,"cutaneous sensation behavior
 and (in_response_to some neurological system process)",11,http://ebi.ac.uk#Pattern35,0,
,3,,3,"chemosensory behavior
 and (in_response_to some sensory perception of chemical stimulus)",4,http://ebi.ac.uk#Pattern1138,2,
,,,1,"BFO_0000056 some 
    (sleep
     and (has_quality some frequency))",2,http://ebi.ac.uk#Pattern36,0,
,,,4,"BFO_0000056 some 
    (regulation of feeding behavior
     and (has_quality some decreased rate))",5,http://ebi.ac.uk#Pattern1137,0,
,2,,2,"BFO_0000056 some 
    (non-rapid eye movement sleep behavior
     and (has_quality some physical quality of a process))",3,http://ebi.ac.uk#Pattern33,1,
,,,1,"regulation of eating preference behavior
 and (has_participant some Thing)",2,http://ebi.ac.uk#Pattern34,0,
1,,,,"quality
 and (inheres_in some locomotor rhythm)
 and (qualifier some Thing)",2,http://ebi.ac.uk#Pattern1139,0,
,13,,13,"has_quality some 
    (increased object quality
     and (towards some depression behavior))",14,http://ebi.ac.uk#Pattern42,1,
,6,,6,"BFO_0000056 some 
    (regulation of feeding behavior
     and (has_quality some 
        (frequency
         and (towards some liquid consumption))))",7,http://ebi.ac.uk#Pattern43,1,
,2,,2,"BFO_0000056 some 
    (GO_0022410
     and (has_quality some PATO_0001309))",3,http://ebi.ac.uk#Pattern40,1,
,,,7,"sensation behavior
 and (is_about some physical object quality)",8,http://ebi.ac.uk#Pattern41,0,
,,,4,regulates some cognitive behavior,5,http://ebi.ac.uk#Pattern1121,0,
,,,9,"Thing
 and (in_response_to some (has_role some CHEBI_35703))",10,http://ebi.ac.uk#Pattern1120,0,
,,,1,"BFO_0000056 some 
    ((regulation of drinking behavior
     and (regulates some liquid consumption)
     and (has-input some 
        (PATO_0000145
         and (has_quality some physical quality))))
     and (qualifier some PATO_0001333))",2,http://ebi.ac.uk#Pattern1123,0,
4,,4,,"quality
 and (inheres_in some circadian rhythm)
 and (qualifier some abnormal)",5,http://ebi.ac.uk#Pattern1122,1,
,,,1,"behavioral response to chemical stimulus
 and (in_response_to some morphine consumption)",2,http://ebi.ac.uk#Pattern48,0,
3,,,,"quality
 and (inheres_in some chemosensory behavior)
 and (qualifier some dependent continuant)",4,http://ebi.ac.uk#Pattern1125,0,
,,,11,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (rate
         and (towards some consumption behavior))))",12,http://ebi.ac.uk#Pattern49,0,
1,,,,"Thing
 and (inheres_in some entrainment of circadian clock by photoperiod)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern1124,0,
,,,1,"BFO_0000056 some 
    (multi-organism process
     and (has_quality some frequency))",2,http://ebi.ac.uk#Pattern46,0,
,,,4,"classical conditioning
 and (is_about some Thing)",5,http://ebi.ac.uk#Pattern1127,0,
,3,,3,regulates some behavioral response to xenobiotics,4,http://ebi.ac.uk#Pattern47,1,
,,,10,"rhythmic behavior
 and (is_about some Thing)",11,http://ebi.ac.uk#Pattern1126,0,
,1,,1,"BFO_0000056 some 
    (GO_0008050
     and (has_quality some dependent continuant))",2,http://ebi.ac.uk#Pattern44,1,
,1,,1,"BFO_0000056 some 
    (regulation of drinking behavior
     and (has_quality some 
        (increased frequency
         and (qualifier some increased process quality)
         and (towards some liquid consumption))))",2,http://ebi.ac.uk#Pattern1129,1,
,1,,1,"BFO_0000056 some 
    (GO_0042748
     and (has_quality some frequency))",2,http://ebi.ac.uk#Pattern45,1,
,1,,1,"behavioral control of external secretion
 and (by_means some UBERON_0004859)
 and (is_about some GO_0070075)",2,http://ebi.ac.uk#Pattern1128,1,
,,,1,"somatic sensation related behavior
 and (in_response_to some GO_0050968)",2,http://ebi.ac.uk#Pattern175,0,
,,,1,"somatic sensation related behavior
 and (in_response_to some GO_0050967)",2,http://ebi.ac.uk#Pattern174,0,
,,,1,"somatic sensation related behavior
 and (in_response_to some GO_0050966)",2,http://ebi.ac.uk#Pattern173,0,
,,,1,"somatic sensation related behavior
 and (in_response_to some GO_0050965)",2,http://ebi.ac.uk#Pattern172,0,
1,,,,"quality
 and (inheres_in some oviposition)
 and (qualifier some continuant)",2,http://ebi.ac.uk#Pattern171,0,
1,,,,"Thing
 and (inheres_in some learning)
 and (qualifier some abnormal)",2,http://ebi.ac.uk#Pattern170,0,
,,,4,"behavioral response to addictive substance
 and (in_response_to some consumption behavior)",5,http://ebi.ac.uk#Pattern1318,0,
1,,,,"quality
 and (inheres_in some circadian mating behavior)
 and (qualifier some continuant)",2,http://ebi.ac.uk#Pattern1317,0,
